,word,bz_bio,re_bio
24278,没,O,O
24279,有,O,O
24280,手,B_cause,B_cause
24281,淫,I_cause,I_cause
24282,，,O,O
24283,包,B_symptom,B_symptom
24284,皮,I_symptom,I_symptom
24285,过,I_symptom,I_symptom
24286,长,I_symptom,I_symptom
24287,或,O,O
24288,包,B_symptom,B_symptom
24289,茎,I_symptom,I_symptom
24290,的,O,O
24291,情,O,O
24292,况,O,O
24293,有,O,O
24294,过,O,O
24295,，,O,O
24296,包,B_symptom,B_symptom
24297,皮,I_symptom,I_symptom
24298,也,O,O
24299,有,O,O
24300,您,O,O
24301,好,O,O
24302,，,O,O
24303,您,O,O
24304,好,O,O
24305,你,O,O
24306,先,O,O
24307,不,O,O
24308,要,O,O
24309,着,O,O
24310,急,O,O
24311,？,O,O
24312,3,B_age,O
24313,4,I_age,O
24314,，,O,O
24315,我,O,O
24316,没,O,O
24317,有,O,O
24318,包,B_symptom,O
24319,皮,I_symptom,O
24320,，,O,O
24321,我,O,O
24322,这,O,O
24323,是,O,O
24324,前,B_datetime,B_datetime
24325,天,I_datetime,I_datetime
24326,检,O,O
24327,查,O,O
24328,的,O,O
24329,，,O,O
24330,药,O,O
24331,物,O,O
24332,治,O,O
24333,疗,O,O
24334,多,O,O
24335,久,O,O
24336,能,O,O
24337,治,O,O
24338,愈,O,O
24339,，,O,O
24340,那,O,O
24341,种,O,O
24342,方,O,O
24343,式,O,O
24344,好,O,O
24345,呢,O,O
24346,就,O,O
24347,是,O,O
24348,这,O,B_datetime
24349,个,O,I_datetime
24350,月,O,I_datetime
24351,不,O,O
24352,正,O,O
24353,常,O,O
24354,怎,O,O
24355,么,O,O
24356,不,O,O
24357,正,O,O
24358,常,O,O
24359,呢,O,O
24360,？,O,O
24361,浴,O,O
24362,室,O,O
24363,之,O,O
24364,类,O,O
24365,的,O,O
24366,地,O,O
24367,方,O,O
24368,？,O,O
24369,没,O,O
24370,有,O,O
24371,我,O,O
24372,太,O,O
24373,激,B_emotion,O
24374,动,I_emotion,O
24375,了,O,O
24376,这,B_datetime,O
24377,俩,I_datetime,B_datetime
24378,年,I_datetime,I_datetime
24379,，,O,O
24380,把,O,O
24381,，,O,O
24382,那,O,O
24383,该,O,O
24384,用,O,O
24385,什,O,O
24386,么,O,O
24387,药,O,O
24388,物,O,O
24389,好,O,O
24390,包,O,B_sickness
24391,龟,B_part,I_sickness
24392,头,I_part,I_sickness
24393,那,O,I_sickness
24394,皮,O,I_sickness
24395,叫,O,O
24396,什,O,O
24397,么,O,O
24398,？,O,O
24399,皮,B_surgery,B_medicine
24400,沙,I_surgery,I_medicine
24401,手,I_surgery,I_medicine
24402,术,I_surgery,I_medicine
24403,大,O,O
24404,概,O,O
24405,多,O,O
24406,少,O,O
24407,钱,O,O
24408,1,O,O
24409,9,O,O
24410,喝,O,O
24411,水,O,O
24412,少,O,O
24413,上,B_symptom,B_symptom
24414,火,I_symptom,I_symptom
24415,的,O,O
24416,话,O,O
24417,尿,B_fluid,B_fluid
24418,液,I_fluid,I_fluid
24419,最,O,O
24420,多,O,O
24421,是,O,O
24422,黄,B_symptom,B_symptom
24423,色,I_symptom,I_symptom
24424,，,O,O
24425,也,O,O
24426,不,O,O
24427,会,O,O
24428,出,O,O
24429,现,O,O
24430,绿,B_symptom,B_symptom
24431,色,I_symptom,I_symptom
24432,的,O,O
24433,情,O,O
24434,况,O,O
24435,一,O,O
24436,有,O,O
24437,感,O,O
24438,觉,O,O
24439,就,O,O
24440,要,O,O
24441,急,B_symptom,O
24442,得,I_symptom,O
24443,去,I_symptom,O
24444,哦,O,O
24445,，,O,O
24446,需,O,O
24447,要,O,O
24448,多,O,O
24449,少,O,O
24450,钱,O,O
24451,这,O,O
24452,些,O,O
24453,症,O,O
24454,状,O,O
24455,都,O,O
24456,属,O,O
24457,于,O,O
24458,急,O,O
24459,性,O,O
24460,发,O,O
24461,病,O,O
24462,，,O,O
24463,选,O,O
24464,择,O,O
24465,有,O,O
24466,疼,O,O
24467,痛,O,O
24468,感,O,O
24469,么,O,O
24470,害,O,O
24471,怕,O,O
24472,是,O,O
24473,什,O,O
24474,么,O,O
24475,病,O,O
24476,变,O,O
24477,，,O,O
24478,但,O,O
24479,是,O,O
24480,除,O,O
24481,了,O,O
24482,触,O,O
24483,摸,O,O
24484,跟,O,O
24485,以,O,O
24486,前,O,O
24487,不,O,O
24488,一,O,O
24489,样,O,O
24490,身,O,O
24491,体,O,O
24492,没,O,O
24493,有,O,O
24494,什,O,O
24495,么,O,O
24496,不,O,O
24497,适,O,O
24498,包,B_part,B_surgery
24499,皮,I_part,I_surgery
24500,被,O,O
24501,割,O,O
24502,了,O,O
24503,，,O,O
24504,还,O,O
24505,可,O,O
24506,以,O,O
24507,通,O,O
24508,过,O,O
24509,手,O,O
24510,术,O,O
24511,恢,O,O
24512,复,O,O
24513,包,B_part,B_part
24514,皮,I_part,I_part
24515,吗,O,O
24516,是,O,O
24517,不,O,O
24518,是,O,O
24519,做,B_physiology,O
24520,爱,I_physiology,O
24521,磨,O,O
24522,的,O,O
24523,去,O,O
24524,医,O,O
24525,院,O,O
24526,检,O,O
24527,查,O,O
24528,一,O,B_symptom
24529,次,O,I_symptom
24530,敏,O,I_symptom
24531,感,O,I_symptom
24532,多,O,O
24533,高,O,O
24534,鬼,B_part,O
24535,头,I_part,O
24536,没,O,O
24537,有,O,O
24538,害,B_emotion,B_emotion
24539,羞,I_emotion,I_emotion
24540,我,O,O
24541,要,O,O
24542,不,O,O
24543,要,O,O
24544,先,O,O
24545,吃,O,O
24546,点,O,O
24547,六,B_medicine,B_medicine
24548,位,I_medicine,I_medicine
24549,地,I_medicine,I_medicine
24550,黄,I_medicine,I_medicine
24551,丸,I_medicine,I_medicine
24552,试,O,O
24553,试,O,O
24554,明,O,O
24555,天,O,O
24556,周,O,O
24557,末,O,O
24558,正,O,O
24559,好,O,O
24560,是,O,O
24561,有,O,O
24562,这,O,O
24563,方,O,O
24564,面,O,O
24565,的,O,O
24566,专,O,O
24567,家,O,O
24568,主,O,O
24569,任,O,O
24570,坐,O,O
24571,诊,O,O
24572,的,O,O
24573,，,O,O
24574,咱,O,O
24575,们,O,O
24576,可,O,O
24577,以,O,O
24578,申,O,O
24579,请,O,O
24580,个,O,O
24581,免,O,O
24582,费,O,O
24583,的,O,O
24584,专,O,O
24585,家,O,O
24586,诊,O,O
24587,号,O,O
24588,，,O,O
24589,过,O,O
24590,来,O,O
24591,详,O,O
24592,细,O,O
24593,了,O,O
24594,解,O,O
24595,看,O,O
24596,下,O,O
24597,的,O,O
24598,，,O,O
24599,咱,O,O
24600,们,O,O
24601,明,O,O
24602,天,O,O
24603,方,O,O
24604,便,O,O
24605,过,O,O
24606,来,O,O
24607,吗,O,O
24608,明,B_datetime,B_datetime
24609,天,I_datetime,I_datetime
24610,没,O,O
24611,时,O,O
24612,间,O,O
24613,你,O,O
24614,多,O,O
24615,大,O,O
24616,了,O,O
24617,，,O,O
24618,现,O,O
24619,在,O,O
24620,性,B_physiology,B_physiology
24621,生,I_physiology,I_physiology
24622,活,I_physiology,I_physiology
24623,能,O,O
24624,维,O,O
24625,持,O,O
24626,多,O,O
24627,长,O,O
24628,时,O,O
24629,间,O,O
24630,前,B_part,B_part
24631,列,I_part,I_part
24632,腺,I_part,I_part
24633,能,O,O
24634,看,O,O
24635,好,O,O
24636,吗,O,O
24637,没,O,O
24638,有,O,O
24639,是,O,O
24640,否,O,O
24641,有,O,O
24642,包,B_symptom,B_sickness
24643,皮,I_symptom,I_sickness
24644,过,I_symptom,I_sickness
24645,长,I_symptom,I_sickness
24646,呢,O,O
24647,？,O,O
24648,没,O,O
24649,有,O,O
24650,恩,O,O
24651,，,O,O
24652,这,O,O
24653,种,O,O
24654,情,O,O
24655,况,O,O
24656,还,O,O
24657,是,O,O
24658,需,O,O
24659,要,O,O
24660,重,O,O
24661,视,O,O
24662,起,O,O
24663,来,O,O
24664,，,O,O
24665,考,O,O
24666,虑,O,O
24667,是,O,O
24668,泌,B_symptom,B_sickness
24669,尿,I_symptom,I_sickness
24670,系,I_symptom,I_sickness
24671,统,I_symptom,I_sickness
24672,感,I_symptom,I_sickness
24673,染,I_symptom,I_sickness
24674,或,O,O
24675,者,O,O
24676,结,O,B_sickness
24677,石,O,I_sickness
24678,导,O,O
24679,致,O,O
24680,目,O,O
24681,前,O,O
24682,有,O,O
24683,大,B_symptom,B_symptom
24684,量,I_symptom,I_symptom
24685,出,I_symptom,I_symptom
24686,血,I_symptom,I_symptom
24687,逆,B_symptom,B_sickness
24688,行,I_symptom,I_sickness
24689,射,I_symptom,I_sickness
24690,精,I_symptom,I_sickness
24691,的,O,O
24692,话,O,O
24693,检,O,O
24694,查,O,O
24695,清,O,O
24696,楚,O,O
24697,找,O,O
24698,准,O,O
24699,病,O,O
24700,因,O,O
24701,后,O,O
24702,针,O,O
24703,对,O,O
24704,治,O,O
24705,疗,O,O
24706,就,O,O
24707,可,O,O
24708,以,O,O
24709,了,O,O
24710,多,O,O
24711,大,O,O
24712,年,O,O
24713,龄,O,O
24714,了,O,O
24715,呢,O,O
24716,？,O,O
24717,是,O,O
24718,检,O,O
24719,查,O,O
24720,确,O,O
24721,诊,O,O
24722,逆,B_symptom,B_sickness
24723,行,I_symptom,I_sickness
24724,射,I_symptom,I_sickness
24725,精,I_symptom,I_sickness
24726,了,O,O
24727,吗,O,O
24728,入,O,B_doctor
24729,珠,O,I_doctor
24730,在,O,O
24731,里,O,O
24732,面,O,O
24733,来,O,O
24734,回,O,O
24735,跑,O,O
24736,也,O,O
24737,不,O,O
24738,行,O,O
24739,呀,O,O
24740,申,O,O
24741,请,O,O
24742,需,O,O
24743,要,O,O
24744,花,O,O
24745,钱,O,O
24746,吗,O,O
24747,？,O,O
24748,包,B_part,B_part
24749,皮,I_part,I_part
24750,系,I_part,I_part
24751,带,I_part,I_part
24752,是,O,O
24753,啥,O,O
24754,我,O,O
24755,还,O,O
24756,没,O,O
24757,有,O,O
24758,发,O,O
24759,现,O,O
24760,可,O,O
24761,是,O,O
24762,发,O,O
24763,现,O,O
24764,对,O,O
24765,方,O,O
24766,有,O,O
24767,很,O,O
24768,多,O,O
24769,出,O,O
24770,租,O,O
24771,车,O,O
24772,该,O,O
24773,知,O,O
24774,道,O,O
24775,啊,O,O
24776,嗯,O,O
24777,现,O,O
24778,每,B_datetime,O
24779,周,I_datetime,O
24780,做,O,O
24781,尿,B_check,B_check
24782,常,I_check,I_check
24783,规,I_check,I_check
24784,需,O,O
24785,一,B_datetime,B_datetime
24786,个,I_datetime,I_datetime
24787,月,I_datetime,I_datetime
24788,后,O,O
24789,再,O,O
24790,复,O,O
24791,查,O,O
24792,，,O,O
24793,怎,O,O
24794,么,O,O
24795,才,O,O
24796,算,O,O
24797,是,O,O
24798,阳,B_symptom,B_cause
24799,痿,I_symptom,I_cause
24800,早,B_symptom,B_cause
24801,泄,I_symptom,I_cause
24802,精,B_symptom,B_symptom
24803,子,I_symptom,I_symptom
24804,有,I_symptom,I_symptom
24805,淡,I_symptom,I_symptom
24806,黄,I_symptom,I_symptom
24807,色,I_symptom,I_symptom
24808,是,O,O
24809,什,O,O
24810,么,O,O
24811,症,O,O
24812,状,O,O
24813,两,O,O
24814,个,O,O
24815,都,O,O
24816,小,O,O
24817,了,O,O
24818,目,O,O
24819,前,O,O
24820,睾,B_part,B_part
24821,丸,I_part,I_part
24822,用,O,O
24823,手,O,O
24824,触,O,O
24825,摸,O,O
24826,是,O,O
24827,否,O,O
24828,有,O,O
24829,硬,B_symptom,B_symptom
24830,块,I_symptom,I_symptom
24831,疙,B_symptom,B_symptom
24832,瘩,I_symptom,I_symptom
24833,蚯,B_symptom,B_symptom
24834,蚓,I_symptom,I_symptom
24835,状,I_symptom,I_symptom
24836,的,I_symptom,I_symptom
24837,凸,I_symptom,I_symptom
24838,起,I_symptom,I_symptom
24839,呢,O,O
24840,？,O,O
24841,恩,O,O
24842,我,O,O
24843,知,O,O
24844,道,O,O
24845,了,O,O
24846,，,O,O
24847,你,O,O
24848,目,O,O
24849,前,O,O
24850,结,O,O
24851,婚,O,O
24852,生,B_physiology,B_physiology
24853,育,I_physiology,I_physiology
24854,了,O,O
24855,吗,O,O
24856,二,B_symptom,O
24857,期,I_symptom,O
24858,梅,I_symptom,B_sickness
24859,毒,I_symptom,I_sickness
24860,可,O,O
24861,以,O,O
24862,治,O,O
24863,疗,O,O
24864,吗,O,O
24865,早,B_symptom,B_cause
24866,泄,I_symptom,I_cause
24867,治,O,O
24868,疗,O,O
24869,大,O,O
24870,约,O,O
24871,要,O,O
24872,多,O,O
24873,少,O,O
24874,钱,O,O
24875,我,O,O
24876,微,O,O
24877,信,O,O
24878,2,O,O
24879,8,O,O
24880,5,O,O
24881,0,O,O
24882,5,O,O
24883,9,O,O
24884,8,O,O
24885,9,O,O
24886,7,O,O
24887,1,O,O
24888,，,O,O
24889,，,O,O
24890,你,O,O
24891,加,O,O
24892,我,O,O
24893,一,O,O
24894,下,O,O
24895,小,O,O
24896,孩,O,O
24897,子,O,O
24898,十,B_age,B_age
24899,一,I_age,I_age
24900,岁,I_age,I_age
24901,左,O,O
24902,边,O,O
24903,儿,O,O
24904,的,O,O
24905,睾,B_symptom,B_symptom
24906,丸,I_symptom,I_symptom
24907,疼,I_symptom,I_symptom
24908,那,O,O
24909,2,B_datetime,B_datetime
24910,6,I_datetime,I_datetime
24911,号,I_datetime,I_datetime
24912,到,I_datetime,O
24913,四,I_datetime,B_datetime
24914,号,I_datetime,I_datetime
24915,这,B_datetime,B_datetime
24916,几,I_datetime,I_datetime
24917,天,I_datetime,I_datetime
24918,可,O,O
24919,能,O,O
24920,怀,B_physiology,B_physiology
24921,孕,I_physiology,I_physiology
24922,吗,O,O
24923,咱,O,O
24924,们,O,O
24925,医,O,O
24926,院,O,O
24927,是,O,O
24928,石,B_address,B_address
24929,家,I_address,I_address
24930,庄,I_address,I_address
24931,建,O,O
24932,院,O,O
24933,最,O,O
24934,早,O,O
24935,的,O,O
24936,老,O,O
24937,妇,O,O
24938,科,O,O
24939,医,O,O
24940,院,O,O
24941,，,O,O
24942,现,O,O
24943,在,O,O
24944,是,O,O
24945,感,O,O
24946,恩,O,O
24947,惠,O,O
24948,民,O,O
24949,活,O,O
24950,动,O,O
24951,期,O,O
24952,间,O,O
24953,，,O,O
24954,凭,O,O
24955,预,O,O
24956,约,O,O
24957,号,O,O
24958,就,O,O
24959,诊,O,O
24960,的,O,O
24961,话,O,O
24962,，,O,O
24963,可,O,O
24964,以,O,O
24965,享,O,O
24966,受,O,O
24967,半,O,B_price
24968,价,O,I_price
24969,检,O,O
24970,查,O,O
24971,优,O,O
24972,惠,O,O
24973,的,O,O
24974,好,O,O
24975,的,O,O
24976,我,O,O
24977,睾,B_part,B_sickness
24978,丸,I_part,I_sickness
24979,跑,O,I_sickness
24980,上,O,I_sickness
24981,边,O,I_sickness
24982,腹,B_part,I_sickness
24983,部,I_part,I_sickness
24984,这,O,O
24985,里,O,O
24986,，,O,O
24987,有,O,O
24988,时,O,O
24989,运,B_cause,B_sickness
24990,动,I_cause,I_sickness
24991,太,I_cause,I_sickness
24992,多,I_cause,I_sickness
24993,会,O,I_sickness
24994,有,O,I_sickness
24995,疼,B_symptom,I_sickness
24996,痛,B_symptom,I_sickness
24997,性,O,O
24998,功,O,O
24999,能,O,O
25000,这,O,O
25001,方,O,O
25002,面,O,O
25003,到,O,O
25004,六,B_age,O
25005,十,I_age,O
25006,岁,I_age,O
25007,之,O,O
25008,后,O,O
25009,才,O,O
25010,会,O,O
25011,下,O,O
25012,降,O,O
25013,我,O,O
25014,每,B_datetime,O
25015,天,I_datetime,O
25016,晚,I_datetime,B_datetime
25017,上,I_datetime,I_datetime
25018,老,B_symptom,O
25019,是,I_symptom,O
25020,出,I_symptom,B_symptom
25021,冷,I_symptom,I_symptom
25022,汗,I_symptom,I_symptom
25023,是,O,O
25024,肾,B_part,B_part
25025,有,O,O
25026,毛,O,O
25027,病,O,O
25028,呢,O,O
25029,？,O,O
25030,大,O,O
25031,概,O,O
25032,花,O,O
25033,费,O,O
25034,就,O,O
25035,是,O,O
25036,怕,B_emotion,O
25037,这,O,O
25038,个,O,O
25039,啊,O,O
25040,我,O,O
25041,也,O,O
25042,担,B_emotion,B_emotion
25043,心,I_emotion,I_emotion
25044,打,O,B_surgery
25045,超,I_check,I_surgery
25046,了,O,O
25047,恩,O,O
25048,，,O,O
25049,是,O,O
25050,什,O,O
25051,么,O,O
25052,时,O,O
25053,候,O,O
25054,做,O,O
25055,的,O,O
25056,彩,B_check,B_check
25057,超,I_check,I_check
25058,检,O,O
25059,查,O,O
25060,呢,O,O
25061,，,O,O
25062,咱,O,O
25063,们,O,O
25064,是,O,O
25065,在,O,O
25066,哪,O,O
25067,检,O,O
25068,查,O,O
25069,的,O,O
25070,呢,O,O
25071,？,O,O
25072,咱,O,O
25073,们,O,O
25074,微,O,O
25075,信,O,O
25076,聊,O,O
25077,吧,O,O
25078,你,O,O
25079,好,O,O
25080,，,O,O
25081,刘,B_name,O
25082,先,I_name,O
25083,生,I_name,O
25084,怎,O,O
25085,么,O,O
25086,做,O,O
25087,，,O,O
25088,是,O,O
25089,环,O,B_tool
25090,还,O,O
25091,是,O,O
25092,阴,B_part,B_part
25093,道,I_part,I_part
25094,里,O,O
25095,有,O,O
25096,好,O,O
25097,多,O,O
25098,豆,B_symptom,B_symptom
25099,腐,I_symptom,I_symptom
25100,渣,I_symptom,I_symptom
25101,一,O,O
25102,样,O,O
25103,的,O,O
25104,东,O,O
25105,西,O,O
25106,怎,O,O
25107,么,O,O
25108,回,O,O
25109,事,O,O
25110,啊,O,O
25111,您,O,O
25112,好,O,O
25113,，,O,O
25114,还,O,O
25115,在,O,O
25116,吗,O,O
25117,你,O,O
25118,微,O,O
25119,信,O,O
25120,搜,O,O
25121,索,O,O
25122,我,O,O
25123,Q,O,O
25124,Q,O,O
25125,8,O,O
25126,1,O,O
25127,0,O,O
25128,8,O,O
25129,3,O,O
25130,1,O,O
25131,8,O,O
25132,4,O,O
25133,5,O,O
25134,可,O,O
25135,以,O,O
25136,过,O,O
25137,来,O,O
25138,医,O,O
25139,院,O,O
25140,看,O,O
25141,一,O,O
25142,下,O,O
25143,是,O,O
25144,否,O,O
25145,是,O,O
25146,发,O,O
25147,炎,O,O
25148,还,O,O
25149,其,O,O
25150,他,O,O
25151,问,O,O
25152,题,O,O
25153,导,O,O
25154,致,O,O
25155,的,O,O
25156,，,O,O
25157,这,O,O
25158,属,O,O
25159,不,O,O
25160,属,O,O
25161,于,O,O
25162,早,B_symptom,B_cause
25163,泄,I_symptom,I_cause
25164,啊,O,O
25165,就,O,O
25166,是,O,O
25167,碰,B_symptom,B_symptom
25168,的,I_symptom,I_symptom
25169,时,I_symptom,I_symptom
25170,候,I_symptom,I_symptom
25171,疼,I_symptom,I_symptom
25172,没,O,O
25173,碰,O,O
25174,的,O,O
25175,时,O,O
25176,候,O,O
25177,正,O,O
25178,常,O,O
25179,并,O,O
25180,不,O,O
25181,打,O,O
25182,算,O,O
25183,你,O,O
25184,之,O,O
25185,前,O,O
25186,为,O,O
25187,什,O,O
25188,么,O,O
25189,要,O,O
25190,吃,O,O
25191,三,B_medicine,B_medicine
25192,金,I_medicine,I_medicine
25193,片,I_medicine,I_medicine
25194,？,O,O
25195,嗯,O,O
25196,通,O,O
25197,过,O,O
25198,您,O,O
25199,刚,O,O
25200,才,O,O
25201,说,O,O
25202,的,O,O
25203,现,O,O
25204,在,O,O
25205,是,O,O
25206,淡,B_symptom,B_symptom
25207,红,I_symptom,I_symptom
25208,色,I_symptom,I_symptom
25209,说,O,O
25210,明,O,O
25211,出,O,B_symptom
25212,血,O,I_symptom
25213,不,O,O
25214,多,O,O
25215,就,O,O
25216,是,O,O
25217,摸,O,O
25218,着,O,O
25219,会,O,O
25220,动,O,O
25221,的,O,O
25222,哪,O,O
25223,种,O,O
25224,在,O,O
25225,皮,O,O
25226,里,O,O
25227,面,O,O
25228,就,O,O
25229,是,O,O
25230,咨,O,O
25231,询,O,O
25232,具,O,O
25233,体,O,O
25234,的,O,O
25235,植,O,O
25236,入,O,O
25237,方,O,O
25238,式,O,O
25239,？,O,O
25240,恩,O,O
25241,，,O,O
25242,您,O,O
25243,多,O,O
25244,大,O,O
25245,年,O,O
25246,龄,O,O
25247,了,O,O
25248,呢,O,O
25249,？,O,O
25250,1,B_age,O
25251,7,I_age,O
25252,应,O,O
25253,该,O,O
25254,怎,O,O
25255,么,O,O
25256,检,O,O
25257,查,O,O
25258,，,O,O
25259,是,O,O
25260,中,O,O
25261,医,O,O
25262,还,O,O
25263,是,O,O
25264,西,O,O
25265,医,O,O
25266,男,O,O
25267,科,O,O
25268,医,O,O
25269,院,O,O
25270,那,O,O
25271,太,B_symptom,O
25272,短,I_symptom,O
25273,了,I_symptom,O
25274,，,O,O
25275,已,O,O
25276,经,O,O
25277,是,O,O
25278,属,O,O
25279,于,O,O
25280,中,B_symptom,B_cause
25281,度,I_symptom,I_cause
25282,早,I_symptom,I_cause
25283,泄,I_symptom,I_cause
25284,问,O,O
25285,题,O,O
25286,了,O,O
25287,会,O,O
25288,不,O,O
25289,会,O,O
25290,是,O,O
25291,你,O,O
25292,们,O,O
25293,手,O,O
25294,术,O,O
25295,时,O,O
25296,搞,O,O
25297,错,O,O
25298,了,O,O
25299,？,O,O
25300,搞,O,O
25301,错,O,O
25302,什,O,O
25303,么,O,O
25304,了,O,O
25305,我,O,O
25306,说,O,O
25307,的,O,O
25308,是,O,O
25309,您,O,O
25310,先,O,O
25311,过,O,O
25312,来,O,O
25313,检,O,O
25314,查,O,O
25315,看,O,O
25316,一,O,O
25317,下,O,O
25318,孕,B_part,B_part
25319,囊,I_part,I_part
25320,的,O,O
25321,情,O,O
25322,况,O,O
25323,的,O,O
25324,坐,O,O
25325,9,O,O
25326,9,O,O
25327,路,O,O
25328,到,O,O
25329,哪,O,O
25330,站,O,O
25331,下,O,O
25332,我,O,O
25333,院,O,O
25334,有,O,O
25335,五,O,O
25336,大,O,O
25337,科,O,O
25338,室,O,O
25339,：,O,O
25340,性,O,O
25341,功,O,O
25342,能,O,O
25343,，,O,O
25344,前,B_part,B_part
25345,列,I_part,I_part
25346,腺,I_part,I_part
25347,，,O,O
25348,生,B_symptom,B_sickness
25349,殖,I_symptom,I_sickness
25350,感,I_symptom,I_sickness
25351,染,I_symptom,I_sickness
25352,，,O,O
25353,生,B_surgery,B_surgery
25354,殖,I_surgery,I_surgery
25355,整,I_surgery,I_surgery
25356,形,I_surgery,I_surgery
25357,，,O,O
25358,男,B_symptom,O
25359,性,I_symptom,O
25360,不,I_symptom,B_sickness
25361,育,I_symptom,I_sickness
25362,，,O,O
25363,您,O,O
25364,想,O,O
25365,了,O,O
25366,解,O,O
25367,哪,O,O
25368,方,O,O
25369,面,O,O
25370,呢,O,O
25371,？,O,O
25372,确,O,O
25373,诊,O,O
25374,病,O,O
25375,因,O,O
25376,没,O,O
25377,有,O,O
25378,这,O,O
25379,样,O,O
25380,事,O,O
25381,情,O,O
25382,也,O,O
25383,不,B_emotion,B_emotion
25384,好,I_emotion,I_emotion
25385,意,I_emotion,I_emotion
25386,思,I_emotion,I_emotion
25387,去,O,O
25388,今,B_datetime,B_datetime
25389,天,I_datetime,I_datetime
25390,9,I_datetime,I_datetime
25391,点,I_datetime,I_datetime
25392,有,O,O
25393,号,O,O
25394,，,O,O
25395,或,O,O
25396,是,O,O
25397,中,B_datetime,B_datetime
25398,午,I_datetime,I_datetime
25399,1,I_datetime,I_datetime
25400,1,I_datetime,I_datetime
25401,-,I_datetime,I_datetime
25402,1,I_datetime,I_datetime
25403,2,I_datetime,I_datetime
25404,点,I_datetime,I_datetime
25405,左,I_datetime,I_datetime
25406,右,I_datetime,I_datetime
25407,，,O,O
25408,就,O,O
25409,昨,O,B_datetime
25410,天,O,I_datetime
25411,，,O,O
25412,主,O,O
25413,要,O,O
25414,这,O,O
25415,么,O,O
25416,久,O,O
25417,天,O,O
25418,天,O,O
25419,喝,B_cause,B_cause
25420,酒,I_cause,I_cause
25421,吃,I_cause,I_cause
25422,辣,I_cause,I_cause
25423,的,O,O
25424,呢,O,O
25425,速,B_symptom,O
25426,度,I_symptom,O
25427,慢,I_symptom,O
25428,.,O,O
25429,且,O,O
25430,不,O,B_symptom
25431,等,O,I_symptom
25432,射,B_physiology,I_symptom
25433,精,I_physiology,I_symptom
25434,就,O,O
25435,不,B_symptom,B_symptom
25436,硬,I_symptom,I_symptom
25437,了,O,O
25438,是,O,O
25439,的,O,O
25440,嗯,O,O
25441,，,O,O
25442,这,O,O
25443,样,O,O
25444,的,O,O
25445,话,O,O
25446,考,O,O
25447,虑,O,O
25448,是,O,O
25449,属,O,O
25450,于,O,O
25451,阴,B_symptom,B_symptom
25452,茎,I_symptom,I_symptom
25453,龟,I_symptom,I_symptom
25454,头,I_symptom,I_symptom
25455,神,I_symptom,I_symptom
25456,经,I_symptom,I_symptom
25457,敏,I_symptom,I_symptom
25458,感,I_symptom,I_symptom
25459,度,I_symptom,I_symptom
25460,过,I_symptom,I_symptom
25461,高,I_symptom,I_symptom
25462,，,O,O
25463,在,O,O
25464,性,O,O
25465,生,O,O
25466,活,O,O
25467,中,O,O
25468,受,O,O
25469,到,O,O
25470,刺,O,O
25471,激,O,O
25472,后,O,O
25473,由,O,O
25474,于,O,O
25475,敏,O,O
25476,感,O,O
25477,神,O,O
25478,经,O,O
25479,的,O,O
25480,问,O,O
25481,题,O,O
25482,，,O,O
25483,导,O,O
25484,致,O,O
25485,早,B_symptom,B_symptom
25486,射,I_symptom,I_symptom
25487,精,I_symptom,I_symptom
25488,的,O,O
25489,情,O,O
25490,况,O,O
25491,是,O,O
25492,不,O,O
25493,是,O,O
25494,和,O,O
25495,手,B_cause,B_virus
25496,淫,I_cause,I_virus
25497,有,O,O
25498,关,O,O
25499,系,O,O
25500,。,O,O
25501,真,O,O
25502,的,O,O
25503,好,O,O
25504,尴,B_emotion,B_emotion
25505,尬,I_emotion,I_emotion
25506,那,O,O
25507,咱,O,O
25508,们,O,O
25509,就,O,O
25510,微,O,O
25511,信,O,O
25512,说,O,O
25513,吧,O,O
25514,只,O,O
25515,不,O,O
25516,过,O,O
25517,那,O,O
25518,时,O,O
25519,候,O,O
25520,不,O,O
25521,频,O,O
25522,繁,O,O
25523,我,O,O
25524,咋,O,O
25525,这,O,O
25526,么,O,O
25527,不,B_emotion,O
25528,信,I_emotion,O
25529,呢,O,O
25530,我,O,O
25531,想,O,O
25532,问,O,O
25533,一,O,O
25534,下,O,O
25535,。,O,O
25536,在,O,O
25537,抽,O,O
25538,插,O,O
25539,的,O,O
25540,过,O,O
25541,程,O,O
25542,中,O,O
25543,鸡,B_symptom,B_symptom
25544,巴,I_symptom,I_symptom
25545,没,I_symptom,I_symptom
25546,有,I_symptom,I_symptom
25547,感,I_symptom,I_symptom
25548,觉,I_symptom,I_symptom
25549,是,O,O
25550,为,O,O
25551,什,O,O
25552,么,O,O
25553,那,O,O
25554,这,O,O
25555,个,O,O
25556,手,O,O
25557,术,O,O
25558,价,O,O
25559,位,O,O
25560,不,O,O
25561,一,O,O
25562,样,O,O
25563,有,O,O
25564,什,O,O
25565,么,O,O
25566,区,O,O
25567,别,O,O
25568,吗,O,O
25569,？,O,O
25570,微,O,O
25571,信,O,O
25572,你,O,O
25573,微,O,O
25574,信,O,O
25575,号,O,O
25576,是,O,O
25577,多,O,O
25578,少,O,O
25579,，,O,O
25580,我,O,O
25581,加,O,O
25582,你,O,O
25583,王,O,O
25584,老,O,O
25585,师,O,O
25586,你,O,O
25587,好,O,O
25588,，,O,O
25589,现,O,O
